2021-12-29 22:03:35,640 WARNING fire screen; 0.05; violin; 0.03; suit; 0.03 spotted
2021-12-29 22:03:38,659 WARNING fire screen; 0.05; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:03:41,705 WARNING fire screen; 0.05; drumstick; 0.03; violin; 0.02 spotted
2021-12-29 22:03:44,715 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:03:47,762 WARNING fire screen; 0.09; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:03:50,771 WARNING fire screen; 0.04; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:03:53,837 WARNING fire screen; 0.05; violin; 0.04; iron; 0.04 spotted
2021-12-29 22:03:56,853 WARNING fire screen; 0.03; violin; 0.03; suit; 0.03 spotted
2021-12-29 22:03:59,872 WARNING fire screen; 0.04; drumstick; 0.02; iron; 0.02 spotted
2021-12-29 22:04:02,878 WARNING fire screen; 0.04; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:04:05,901 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:04:08,904 WARNING fire screen; 0.04; suit; 0.04; violin; 0.04 spotted
2021-12-29 22:04:11,927 WARNING violin; 0.04; drumstick; 0.03; fire screen; 0.03 spotted
2021-12-29 22:04:14,951 WARNING fire screen; 0.04; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:04:17,975 WARNING fire screen; 0.05; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:04:20,978 WARNING fire screen; 0.06; suit; 0.03; violin; 0.02 spotted
2021-12-29 22:04:23,985 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:04:27,038 WARNING fire screen; 0.04; violin; 0.03; suit; 0.03 spotted
2021-12-29 22:04:30,055 WARNING fire screen; 0.04; violin; 0.04; suit; 0.03 spotted
2021-12-29 22:04:33,100 WARNING fire screen; 0.04; iron; 0.04; violin; 0.03 spotted
2021-12-29 22:04:36,162 WARNING fire screen; 0.04; iron; 0.03; suit; 0.03 spotted
2021-12-29 22:04:39,227 WARNING fire screen; 0.05; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:04:42,268 WARNING fire screen; 0.03; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:04:45,295 WARNING fire screen; 0.05; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:04:48,298 WARNING fire screen; 0.05; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:04:51,329 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:04:54,389 WARNING fire screen; 0.05; racket; 0.03; violin; 0.03 spotted
2021-12-29 22:04:57,442 WARNING fire screen; 0.04; suit; 0.04; iron; 0.03 spotted
2021-12-29 22:05:00,456 WARNING fire screen; 0.04; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:05:03,485 WARNING fire screen; 0.05; iron; 0.03; drumstick; 0.03 spotted
2021-12-29 22:05:06,508 WARNING fire screen; 0.05; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:05:09,560 WARNING fire screen; 0.04; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:05:12,624 WARNING fire screen; 0.06; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:05:15,679 WARNING fire screen; 0.05; drumstick; 0.04; violin; 0.03 spotted
2021-12-29 22:05:18,684 WARNING fire screen; 0.05; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:05:21,696 WARNING fire screen; 0.06; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:05:24,747 WARNING fire screen; 0.07; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:05:27,785 WARNING fire screen; 0.04; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:05:30,852 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:05:33,854 WARNING fire screen; 0.04; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:05:36,920 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:05:39,967 WARNING fire screen; 0.04; drumstick; 0.03; suit; 0.03 spotted
2021-12-29 22:05:43,032 WARNING fire screen; 0.04; iron; 0.03; suit; 0.03 spotted
2021-12-29 22:05:46,077 WARNING violin; 0.04; fire screen; 0.03; suit; 0.03 spotted
2021-12-29 22:05:49,129 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:05:52,172 WARNING fire screen; 0.05; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:05:55,225 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.02 spotted
2021-12-29 22:05:58,286 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:06:01,350 WARNING fire screen; 0.04; hook; 0.03; violin; 0.03 spotted
2021-12-29 22:06:04,399 WARNING fire screen; 0.04; violin; 0.04; hook; 0.03 spotted
2021-12-29 22:06:07,401 WARNING fire screen; 0.04; hook; 0.03; violin; 0.03 spotted
2021-12-29 22:06:10,449 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:06:13,501 WARNING violin; 0.03; fire screen; 0.03; suit; 0.03 spotted
2021-12-29 22:06:16,524 WARNING racket; 0.04; fire screen; 0.03; violin; 0.03 spotted
2021-12-29 22:06:19,570 WARNING fire screen; 0.05; drumstick; 0.03; iron; 0.03 spotted
2021-12-29 22:06:22,627 WARNING fire screen; 0.06; matchstick; 0.03; violin; 0.03 spotted
2021-12-29 22:06:25,651 WARNING fire screen; 0.04; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:06:28,699 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:06:31,741 WARNING fire screen; 0.08; violin; 0.03; seat belt; 0.02 spotted
2021-12-29 22:06:34,751 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:06:37,801 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:06:40,814 WARNING violin; 0.04; fire screen; 0.03; suit; 0.03 spotted
2021-12-29 22:06:43,820 WARNING fire screen; 0.03; drumstick; 0.03; iron; 0.03 spotted
2021-12-29 22:06:46,872 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.02 spotted
2021-12-29 22:06:49,918 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:06:52,965 WARNING fire screen; 0.06; suit; 0.04; violin; 0.03 spotted
2021-12-29 22:06:55,974 WARNING suit; 0.07; seat belt; 0.05; fire screen; 0.04 spotted
2021-12-29 22:06:59,023 WARNING fire screen; 0.07; seat belt; 0.05; suit; 0.04 spotted
2021-12-29 22:07:02,037 WARNING seat belt; 0.06; fire screen; 0.05; suit; 0.04 spotted
2021-12-29 22:07:05,090 WARNING fire screen; 0.07; seat belt; 0.04; suit; 0.03 spotted
2021-12-29 22:07:08,105 WARNING seat belt; 0.09; suit; 0.07; drumstick; 0.05 spotted
2021-12-29 22:07:11,147 WARNING suit; 0.11; seat belt; 0.05; violin; 0.03 spotted
2021-12-29 22:07:14,211 WARNING suit; 0.05; violin; 0.04; seat belt; 0.04 spotted
2021-12-29 22:07:17,260 WARNING fire screen; 0.04; seat belt; 0.04; drumstick; 0.03 spotted
2021-12-29 22:07:20,268 WARNING fire screen; 0.06; seat belt; 0.04; suit; 0.03 spotted
2021-12-29 22:07:23,317 WARNING fire screen; 0.05; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:07:26,320 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:07:29,327 WARNING fire screen; 0.05; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:07:32,376 WARNING fire screen; 0.05; violin; 0.04; suit; 0.03 spotted
2021-12-29 22:07:35,440 WARNING fire screen; 0.05; drumstick; 0.03; iron; 0.03 spotted
2021-12-29 22:07:38,442 WARNING fire screen; 0.06; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:07:41,477 WARNING fire screen; 0.03; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:07:44,500 WARNING fire screen; 0.04; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:07:47,539 WARNING fire screen; 0.05; drumstick; 0.03; iron; 0.03 spotted
2021-12-29 22:07:50,548 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:07:53,559 WARNING violin; 0.04; drumstick; 0.03; fire screen; 0.02 spotted
2021-12-29 22:07:56,584 WARNING fire screen; 0.05; drumstick; 0.03; suit; 0.03 spotted
2021-12-29 22:07:59,634 WARNING iron; 0.04; suit; 0.04; violin; 0.04 spotted
2021-12-29 22:08:02,640 WARNING fire screen; 0.06; violin; 0.03; hook; 0.02 spotted
2021-12-29 22:08:05,703 WARNING violin; 0.04; fire screen; 0.03; iron; 0.03 spotted
2021-12-29 22:08:08,707 WARNING fire screen; 0.05; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:08:11,780 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:08:14,788 WARNING fire screen; 0.04; iron; 0.04; violin; 0.03 spotted
2021-12-29 22:08:17,847 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.03 spotted
2021-12-29 22:08:20,902 WARNING fire screen; 0.06; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:08:23,955 WARNING fire screen; 0.07; drumstick; 0.02; iron; 0.02 spotted
2021-12-29 22:08:27,019 WARNING fire screen; 0.07; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:08:30,072 WARNING fire screen; 0.05; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:08:33,129 WARNING fire screen; 0.05; hook; 0.03; iron; 0.03 spotted
2021-12-29 22:08:36,198 WARNING fire screen; 0.04; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:08:39,200 WARNING fire screen; 0.06; hook; 0.03; iron; 0.02 spotted
2021-12-29 22:08:42,233 WARNING fire screen; 0.04; iron; 0.03; drumstick; 0.03 spotted
2021-12-29 22:08:45,236 WARNING fire screen; 0.07; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:08:48,292 WARNING fire screen; 0.05; iron; 0.03; suit; 0.03 spotted
2021-12-29 22:08:51,313 WARNING fire screen; 0.03; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:08:54,318 WARNING fire screen; 0.04; iron; 0.03; drumstick; 0.02 spotted
2021-12-29 22:08:57,365 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:09:00,427 WARNING fire screen; 0.05; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:09:03,490 WARNING fire screen; 0.05; violin; 0.04; drumstick; 0.02 spotted
2021-12-29 22:09:06,539 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:09:09,592 WARNING fire screen; 0.05; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:09:12,616 WARNING fire screen; 0.07; violin; 0.04; drumstick; 0.02 spotted
2021-12-29 22:09:15,655 WARNING fire screen; 0.05; iron; 0.03; drumstick; 0.03 spotted
2021-12-29 22:09:18,657 WARNING fire screen; 0.06; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:09:21,695 WARNING fire screen; 0.05; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:09:24,753 WARNING fire screen; 0.06; violin; 0.03; drumstick; 0.03 spotted
2021-12-29 22:09:27,796 WARNING fire screen; 0.07; drumstick; 0.03; iron; 0.03 spotted
2021-12-29 22:09:30,824 WARNING fire screen; 0.05; violin; 0.03; hook; 0.02 spotted
2021-12-29 22:09:33,843 WARNING fire screen; 0.04; violin; 0.03; hook; 0.03 spotted
2021-12-29 22:09:36,895 WARNING fire screen; 0.04; iron; 0.04; violin; 0.03 spotted
2021-12-29 22:09:39,953 WARNING fire screen; 0.05; drumstick; 0.03; iron; 0.03 spotted
2021-12-29 22:09:42,957 WARNING suit; 0.04; drumstick; 0.03; fire screen; 0.03 spotted
2021-12-29 22:09:46,011 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:09:49,073 WARNING fire screen; 0.06; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:09:52,084 WARNING fire screen; 0.06; drumstick; 0.02; iron; 0.02 spotted
2021-12-29 22:09:55,137 WARNING fire screen; 0.07; iron; 0.04; violin; 0.04 spotted
2021-12-29 22:09:58,190 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:10:01,196 WARNING fire screen; 0.07; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:10:04,244 WARNING fire screen; 0.04; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:10:07,246 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.02 spotted
2021-12-29 22:10:10,299 WARNING fire screen; 0.06; violin; 0.03; hook; 0.02 spotted
2021-12-29 22:10:13,338 WARNING fire screen; 0.05; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:10:16,404 WARNING fire screen; 0.04; iron; 0.04; violin; 0.04 spotted
2021-12-29 22:10:19,455 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:10:22,473 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:10:25,475 WARNING fire screen; 0.03; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:10:28,530 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:10:31,557 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:10:34,599 WARNING fire screen; 0.04; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:10:37,658 WARNING fire screen; 0.07; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:10:40,698 WARNING fire screen; 0.05; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:10:43,735 WARNING fire screen; 0.04; iron; 0.04; violin; 0.03 spotted
2021-12-29 22:10:46,777 WARNING fire screen; 0.06; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:10:49,834 WARNING fire screen; 0.08; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:10:52,859 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:10:55,867 WARNING fire screen; 0.06; iron; 0.04; violin; 0.04 spotted
2021-12-29 22:10:58,868 WARNING fire screen; 0.06; iron; 0.03; matchstick; 0.03 spotted
2021-12-29 22:11:01,896 WARNING fire screen; 0.08; violin; 0.03; drumstick; 0.03 spotted
2021-12-29 22:11:04,944 WARNING fire screen; 0.06; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:11:07,955 WARNING fire screen; 0.05; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:11:10,989 WARNING fire screen; 0.04; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:11:14,006 WARNING fire screen; 0.05; iron; 0.03; violin; 0.02 spotted
2021-12-29 22:11:17,034 WARNING fire screen; 0.04; iron; 0.04; violin; 0.04 spotted
2021-12-29 22:11:20,096 WARNING fire screen; 0.04; iron; 0.03; suit; 0.03 spotted
2021-12-29 22:11:23,130 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:11:26,132 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:11:29,152 WARNING fire screen; 0.04; iron; 0.04; violin; 0.02 spotted
2021-12-29 22:11:32,159 WARNING fire screen; 0.05; violin; 0.04; iron; 0.04 spotted
2021-12-29 22:11:35,225 WARNING drumstick; 0.04; fire screen; 0.04; suit; 0.03 spotted
2021-12-29 22:11:38,275 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:11:41,291 WARNING fire screen; 0.04; violin; 0.04; suit; 0.03 spotted
2021-12-29 22:11:44,353 WARNING fire screen; 0.05; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:11:47,384 WARNING fire screen; 0.04; violin; 0.04; iron; 0.02 spotted
2021-12-29 22:11:50,391 WARNING fire screen; 0.03; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:11:53,397 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:11:56,426 WARNING fire screen; 0.05; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:11:59,440 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:12:02,498 WARNING fire screen; 0.05; iron; 0.04; drumstick; 0.03 spotted
2021-12-29 22:12:05,552 WARNING iron; 0.04; fire screen; 0.04; violin; 0.04 spotted
2021-12-29 22:12:08,565 WARNING fire screen; 0.09; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:12:11,617 WARNING fire screen; 0.08; matchstick; 0.03; violin; 0.03 spotted
2021-12-29 22:12:14,656 WARNING violin; 0.04; fire screen; 0.04; iron; 0.03 spotted
2021-12-29 22:12:17,683 WARNING iron; 0.04; fire screen; 0.04; violin; 0.03 spotted
2021-12-29 22:12:20,702 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:12:23,707 WARNING fire screen; 0.06; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:12:26,723 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:12:29,783 WARNING fire screen; 0.06; violin; 0.03; drumstick; 0.03 spotted
2021-12-29 22:12:32,805 WARNING fire screen; 0.05; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:12:35,831 WARNING fire screen; 0.04; iron; 0.04; violin; 0.03 spotted
2021-12-29 22:12:38,836 WARNING violin; 0.04; fire screen; 0.03; drumstick; 0.03 spotted
2021-12-29 22:12:41,872 WARNING fire screen; 0.07; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:12:44,918 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:12:47,955 WARNING fire screen; 0.06; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:12:50,993 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:12:54,057 WARNING fire screen; 0.04; iron; 0.04; violin; 0.03 spotted
2021-12-29 22:12:57,068 WARNING fire screen; 0.04; iron; 0.04; violin; 0.04 spotted
2021-12-29 22:13:00,082 WARNING fire screen; 0.04; iron; 0.03; seat belt; 0.03 spotted
2021-12-29 22:13:03,122 WARNING fire screen; 0.04; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:13:06,125 WARNING fire screen; 0.05; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:13:09,127 WARNING fire screen; 0.06; violin; 0.04; iron; 0.02 spotted
2021-12-29 22:13:12,176 WARNING violin; 0.04; fire screen; 0.03; iron; 0.03 spotted
2021-12-29 22:13:15,208 WARNING fire screen; 0.04; iron; 0.04; hook; 0.02 spotted
2021-12-29 22:13:18,233 WARNING violin; 0.04; fire screen; 0.04; iron; 0.04 spotted
2021-12-29 22:13:21,244 WARNING iron; 0.03; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:13:24,293 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:13:27,316 WARNING fire screen; 0.04; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:13:30,360 WARNING fire screen; 0.05; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:13:33,443 WARNING fire screen; 0.04; violin; 0.04; iron; 0.04 spotted
2021-12-29 22:13:36,473 WARNING fire screen; 0.04; suit; 0.04; violin; 0.03 spotted
2021-12-29 22:13:39,489 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:13:42,528 WARNING fire screen; 0.07; violin; 0.04; iron; 0.02 spotted
2021-12-29 22:13:45,534 WARNING fire screen; 0.04; violin; 0.03; drumstick; 0.03 spotted
2021-12-29 22:13:48,580 WARNING fire screen; 0.04; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:13:51,626 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:13:54,650 WARNING fire screen; 0.04; violin; 0.04; iron; 0.04 spotted
2021-12-29 22:13:57,662 WARNING fire screen; 0.06; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:14:00,696 WARNING fire screen; 0.05; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:14:03,754 WARNING fire screen; 0.04; violin; 0.03; iron; 0.02 spotted
2021-12-29 22:14:06,815 WARNING fire screen; 0.06; iron; 0.04; violin; 0.03 spotted
2021-12-29 22:14:09,878 WARNING fire screen; 0.06; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:14:12,948 WARNING suit; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:14:16,004 WARNING fire screen; 0.04; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:14:19,069 WARNING fire screen; 0.06; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:14:22,135 WARNING fire screen; 0.06; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:14:25,186 WARNING fire screen; 0.06; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:14:28,220 WARNING fire screen; 0.06; violin; 0.03; hook; 0.02 spotted
2021-12-29 22:14:31,238 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:14:34,248 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:14:37,278 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:14:40,288 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:14:43,351 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:14:46,356 WARNING fire screen; 0.07; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:14:49,408 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:14:52,416 WARNING iron; 0.04; fire screen; 0.04; violin; 0.04 spotted
2021-12-29 22:14:55,474 WARNING fire screen; 0.06; iron; 0.03; hook; 0.03 spotted
2021-12-29 22:14:58,544 WARNING fire screen; 0.04; violin; 0.03; iron; 0.03 spotted
2021-12-29 22:15:01,600 WARNING fire screen; 0.04; suit; 0.04; seat belt; 0.03 spotted
2021-12-29 22:15:04,650 WARNING fire screen; 0.05; violin; 0.04; suit; 0.02 spotted
2021-12-29 22:15:07,710 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:15:10,776 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:15:13,820 WARNING fire screen; 0.05; iron; 0.04; violin; 0.04 spotted
2021-12-29 22:15:16,877 WARNING fire screen; 0.05; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:15:19,887 WARNING fire screen; 0.04; iron; 0.04; violin; 0.04 spotted
2021-12-29 22:15:22,901 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:15:25,941 WARNING iron; 0.05; violin; 0.04; fire screen; 0.04 spotted
2021-12-29 22:15:28,972 WARNING fire screen; 0.07; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:15:32,002 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:15:35,013 WARNING fire screen; 0.11; iron; 0.02; violin; 0.02 spotted
2021-12-29 22:15:38,051 WARNING fire screen; 0.05; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:15:41,108 WARNING fire screen; 0.05; violin; 0.04; suit; 0.03 spotted
2021-12-29 22:15:44,193 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:15:47,195 WARNING fire screen; 0.04; violin; 0.03; drumstick; 0.03 spotted
2021-12-29 22:15:50,217 WARNING fire screen; 0.06; iron; 0.04; violin; 0.04 spotted
2021-12-29 22:15:53,269 WARNING fire screen; 0.03; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:15:56,302 WARNING fire screen; 0.06; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:15:59,370 WARNING fire screen; 0.04; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:16:02,406 WARNING fire screen; 0.05; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:16:05,453 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:16:08,470 WARNING fire screen; 0.05; violin; 0.03; suit; 0.02 spotted
2021-12-29 22:16:11,515 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:16:14,576 WARNING fire screen; 0.03; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:16:17,590 WARNING fire screen; 0.05; drumstick; 0.03; violin; 0.03 spotted
2021-12-29 22:16:20,654 WARNING fire screen; 0.04; iron; 0.03; drumstick; 0.03 spotted
2021-12-29 22:16:23,711 WARNING fire screen; 0.05; iron; 0.03; violin; 0.02 spotted
2021-12-29 22:16:26,775 WARNING fire screen; 0.04; drumstick; 0.02; iron; 0.02 spotted
2021-12-29 22:16:29,825 WARNING violin; 0.03; fire screen; 0.03; racket; 0.03 spotted
2021-12-29 22:16:32,831 WARNING fire screen; 0.03; suit; 0.03; violin; 0.03 spotted
2021-12-29 22:16:35,859 WARNING fire screen; 0.05; iron; 0.03; violin; 0.03 spotted
2021-12-29 22:16:38,904 WARNING fire screen; 0.05; iron; 0.03; racket; 0.02 spotted
2021-12-29 22:16:41,960 WARNING fire screen; 0.04; iron; 0.03; racket; 0.03 spotted
2021-12-29 22:16:44,973 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.03 spotted
2021-12-29 22:16:47,976 WARNING fire screen; 0.04; seat belt; 0.03; suit; 0.03 spotted
2021-12-29 22:16:51,032 WARNING fire screen; 0.05; iron; 0.03; suit; 0.03 spotted
2021-12-29 22:16:54,097 WARNING fire screen; 0.05; drumstick; 0.03; iron; 0.03 spotted
2021-12-29 22:16:57,098 WARNING fire screen; 0.05; iron; 0.03; suit; 0.03 spotted
2021-12-29 22:17:00,156 WARNING fire screen; 0.04; violin; 0.03; suit; 0.03 spotted
2021-12-29 22:17:03,184 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:17:06,222 WARNING fire screen; 0.04; violin; 0.04; drumstick; 0.02 spotted
2021-12-29 22:17:09,284 WARNING fire screen; 0.03; violin; 0.03; suit; 0.02 spotted
2021-12-29 22:17:12,289 WARNING fire screen; 0.05; drumstick; 0.03; seat belt; 0.02 spotted
2021-12-29 22:17:15,339 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:17:18,343 WARNING fire screen; 0.05; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:17:21,424 WARNING fire screen; 0.04; violin; 0.04; iron; 0.03 spotted
2021-12-29 22:17:24,480 WARNING fire screen; 0.04; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:17:27,536 WARNING fire screen; 0.04; violin; 0.03; drumstick; 0.03 spotted
2021-12-29 22:17:30,588 WARNING fire screen; 0.04; suit; 0.04; violin; 0.03 spotted
2021-12-29 22:17:33,597 WARNING fire screen; 0.05; violin; 0.03; drumstick; 0.02 spotted
2021-12-29 22:17:36,654 WARNING violin; 0.04; fire screen; 0.04; iron; 0.03 spotted
2021-12-29 22:17:39,702 WARNING fire screen; 0.04; iron; 0.03; suit; 0.03 spotted
2021-12-29 22:17:42,756 WARNING fire screen; 0.05; drumstick; 0.03; iron; 0.03 spotted
2021-12-29 22:17:45,813 WARNING fire screen; 0.03; iron; 0.03; suit; 0.03 spotted
